FirstName,LastName,ManagedCarePlan,SubNetwork,NPI,Taxonomy,MCNAProviderGroup,MCNAProviderType,LicensureType,PrimaryCare,Specialist,SeesChildren,Telehealth,BHIndicator,OSHPD_ID
ARYAAN,ASHER,Kern Family Health Care,Kaiser Permanente,1902683576,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
STEPHANIE,LEAL,Kern Family Health Care,Kaiser Permanente,1689453045,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
JOSEPH,TRAN,Kern Family Health Care,Kaiser Permanente,1891252581,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
VICTORIA,SWINK,Kern Family Health Care,Kaiser Permanente,1891449823,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
JADE,ALBALOS,Kern Family Health Care,Kaiser Permanente,1891572574,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
BLAISE,LOUH,Kern Family Health Care,Kaiser Permanente,1962127613,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ANA,PLIEGO,Kern Family Health Care,Kaiser Permanente,1962171587,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
MEAGAN,MACKEY,Kern Family Health Care,Kaiser Permanente,1962848002,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
JASON,CORD,Kern Family Health Care,Kaiser Permanente,1972544286,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106301188
DHILAN,THURAISINGHAM,Kern Family Health Care,Kaiser Permanente,1912105586,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
JENNIFER,GUADARRAMA,Kern Family Health Care,Kaiser Permanente,1285328765,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
EILEEN,RAMIREZ,Kern Family Health Care,Kaiser Permanente,1285341768,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
TRYNA,RAMOS,Kern Family Health Care,Kaiser Permanente,1295789477,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106410782
DAWN,TAYAG,Kern Family Health Care,Kaiser Permanente,1497454326,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
JULIANNE,PARAGAS,Kern Family Health Care,Kaiser Permanente,1497924831,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106301188
ELENA,KAZAKEVICIUS,Kern Family Health Care,Kaiser Permanente,1508428764,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
CECILIA,HORTA,Kern Family Health Care,Kaiser Permanente,1508448283,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
CARLOS,LLAMAS,Kern Family Health Care,Kaiser Permanente,1508557828,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
MALAY,DAS,L.A. Care Health Plan,L.A. Care Health Plan,1164526224,207RN0300X,Adult Core Specialist,Nephrology,MD,N,Y,Both,No,,106190521
IRENE,KIM,L.A. Care Health Plan,L.A. Care Health Plan,1235420241,207Y00000X,Adult Core Specialist,ENT/Otolaryngology,MD,N,Y,No,No,,106190796
EMILY,WHANG,L.A. Care Health Plan,L.A. Care Health Plan,1235422197,2080P0206X,Pediatric Core Specialist,Gastroenterology,MD,N,Y,Only,No,,106190796
PRIYAM,TRIPATHI,L.A. Care Health Plan,L.A. Care Health Plan,1235498361,207RG0100X,Adult Core Specialist,Gastroenterology,MD,N,Y,No,No,,106190796
SALVADOR,ARRIAGA,L.A. Care Health Plan,Kaiser Permanente,1235695834,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
RITA,OREGON,L.A. Care Health Plan,L.A. Care Health Plan,1245330943,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,No,No,,106190198
DANIEL,SUAREZ,L.A. Care Health Plan,L.A. Care Health Plan,1245338540,207RP1001X,Adult Core Specialist,Pulmonology,MD,N,Y,Both,No,,106190547
ANGELINA,TRIANA,Kern Family Health Care,Kaiser Permanente,1285333682,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
FARYS,CHOWDHURY,Kern Family Health Care,Kaiser Permanente,1154556751,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
STEPHAN,FONSECA,Kern Family Health Care,Kaiser Permanente,1164126066,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
CHARLES,ROQUE,Kern Family Health Care,Kaiser Permanente,1164746871,225100000X,Ancillary Provider,Physical Therapist,OTH,N,N,No,No,,106301188
ABIGAIL,AIKENHEAD,Kern Family Health Care,Kaiser Permanente,1174203970,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
MAURICE,ALLMOND,Kern Family Health Care,Kaiser Permanente,1912616897,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
BRANDON,TOM,Kern Family Health Care,Kaiser Permanente,1912625674,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
FRANK,MARQUEZ,Kern Family Health Care,Kaiser Permanente,1922291582,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
KIARA,PUCAN,Kern Family Health Care,Kaiser Permanente,1922702240,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
FRANK,FONTAINE,Kern Family Health Care,Kaiser Permanente,1386722072,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106301188
ASHLEY,BRAVO,Kern Family Health Care,Kaiser Permanente,1285345843,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
YACOOB,VAHED,Kern Family Health Care,Kaiser Permanente,1386751121,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,No,No,,106191228
YERVAND,CHAKRYAN,Kern Family Health Care,Kaiser Permanente,1386878908,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
HELEN,HANNA,Kern Family Health Care,Kaiser Permanente,1174054639,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
ELENA,NEVINS,Kern Family Health Care,Kaiser Permanente,1174275747,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
JAMEELAH,MARTIN,Kern Family Health Care,Kaiser Permanente,1396465183,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ROBERT,CHIN,L.A. Care Health Plan,L.A. Care Health Plan,1043407992,2085R0001X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106190796
NICHOLAS,NICKOLS,L.A. Care Health Plan,L.A. Care Health Plan,1043448277,2085R0001X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106190796
ALHASAN,BASSAM,Kern Family Health Care,Kaiser Permanente,1710619184,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
I FANN,LI,Kern Family Health Care,Kaiser Permanente,1710691944,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ROBERT,MCCORMICK,Kern Family Health Care,Kaiser Permanente,1710940549,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
OBUAKU,CHIDICHINEDU,Kern Family Health Care,Kaiser Permanente,1477276269,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
IGOR,NEYMAN,Kern Family Health Care,Kaiser Permanente,1740472505,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
STEPHANIE,CHAJ-PEREZ,Kern Family Health Care,Kaiser Permanente,1235819897,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
LESLIE,ORTEGA,Kern Family Health Care,Kaiser Permanente,1235839143,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
DIMPLE,KHONA,Kern Family Health Care,Kaiser Permanente,1245307156,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106301188
LIZBETH,LLAMAS SANCHEZ,Kern Family Health Care,Kaiser Permanente,1245812908,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
SARAH,WU,Kern Family Health Care,Kaiser Permanente,1639360076,225100000X,Ancillary Provider,Physical Therapist,OTH,N,N,No,No,,106301188
ALEXANDRA,GRANZOTTO,Kern Family Health Care,Kaiser Permanente,1639785421,225X00000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106410782
CALVIN,CHENG,Kern Family Health Care,Kaiser Permanente,1639809312,225100000X,Ancillary Provider,Physical Therapist,OTH,N,N,No,No,,106301188
CHLOE,MCCLEAN,Kern Family Health Care,Kaiser Permanente,1639868060,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
FERDOUS,KADRI,Kern Family Health Care,Kaiser Permanente,1720510571,207RC0200X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
CHRISTAN,BLASER,Kern Family Health Care,Kaiser Permanente,1386202588,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
BEVERLY,DIAZ,Kern Family Health Care,Kaiser Permanente,1386209583,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
JUANA,QUINTANA,Kern Family Health Care,Kaiser Permanente,1851011084,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ANGELLA,SINGH,Kern Family Health Care,Kaiser Permanente,1386297992,103K00000X,Non-ANC Provider Type,Other,BCB,N,N,Both,Both,Provider,106434032
CATHERINE,PARKS,Kern Family Health Care,Kaiser Permanente,1851025704,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
MARICELA,SANTOS,Kern Family Health Care,Kaiser Permanente,1386329613,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
MYRIAM,PEREZ,Kern Family Health Care,Kaiser Permanente,1386711265,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106301188
GLORIA,PALOMARES,Kern Family Health Care,Kaiser Permanente,1730893157,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
LILIIAN,SUAREZ,Kern Family Health Care,Kaiser Permanente,1730897901,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
CYNTHIA,WOOTEN,Kern Family Health Care,Kaiser Permanente,1619632759,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
SREEVATHSAN,SRIDHAR,Kern Family Health Care,Kaiser Permanente,1194045070,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106191228
ANTHONY,SIMONE,Kern Family Health Care,Kaiser Permanente,1194188581,207RC0000X,Adult Core Specialist,Cardiology/Interventional Cardiology,MD,N,Y,No,No,,106191228
SAMANTHA,ROGERS,Kern Family Health Care,Kaiser Permanente,1194446211,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
PEIXIAN,GONG,Kern Family Health Care,Kaiser Permanente,1194805242,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
JOSEPH,GUZMAN,Kern Family Health Care,Kaiser Permanente,1821583550,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,Both,,106301188
EMKAE,ARELLANO,Kern Family Health Care,Kaiser Permanente,1821774365,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ISABELLA,ESTRADA,Kern Family Health Care,Kaiser Permanente,1821794827,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
RICHARD,CHO,Kern Family Health Care,Kaiser Permanente,1376767194,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106301188
CLAUS,HECHT,Kern Family Health Care,Kaiser Permanente,1861459190,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
MATTHEW,DAOHOANG,Kern Family Health Care,Kaiser Permanente,1487110094,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
KRISTINA,RAMIREZ,Kern Family Health Care,Kaiser Permanente,1487360715,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
PRISCILLA,SAN VICENTE,Kern Family Health Care,Kaiser Permanente,1699277897,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
KAHLIA,SHEPHERD,Kern Family Health Care,Kaiser Permanente,1699413260,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ETHAN,PITT,Kern Family Health Care,Kaiser Permanente,1699479014,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ISABELLA,ROHL,Kern Family Health Care,Kaiser Permanente,1699485391,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
MERI,YEVRENYAN,Kern Family Health Care,Kaiser Permanente,1629654033,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
SHELZEY,MORENO,Kern Family Health Care,Kaiser Permanente,1629793096,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
NATHAN,MANN,Kern Family Health Care,Kaiser Permanente,1639227432,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
ARINOLA,ALALADE,Kern Family Health Care,Kaiser Permanente,1184320145,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
STUART,SHEAR,L.A. Care Health Plan,L.A. Care Health Plan,1053345009,207N00000X,Adult Core Specialist,Dermatology,MD,N,Y,No,No,,106190352
NOHA,BARSOUM,L.A. Care Health Plan,L.A. Care Health Plan,1053391185,207RN0300X,Adult Core Specialist,Nephrology,MD,N,Y,No,No,,106190812
ANTOINE,MANSOUR,L.A. Care Health Plan,L.A. Care Health Plan,1053411637,208600000X,Adult Core Specialist,General Surgery,MD,N,Y,Both,Both,,106190323
ANTOINE,MANSOUR,L.A. Care Health Plan,L.A. Care Health Plan,1053411637,208600000X,Adult Core Specialist,General Surgery,MD,N,Y,Both,Both,,106190382
MARTIN,MARTIN,L.A. Care Health Plan,L.A. Care Health Plan,1053424325,2080P0206X,Pediatric Core Specialist,Gastroenterology,MD,N,Y,Only,No,,106190796
MARCELLA,PRESS,L.A. Care Health Plan,L.A. Care Health Plan,1053427823,207RI0011X,Adult Core Specialist,Cardiology/Interventional Cardiology,MD,N,Y,No,No,,106190796
JESSICA,KALTMAN,L.A. Care Health Plan,L.A. Care Health Plan,1043579113,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106190796
DAFNE,ARCE,Kern Family Health Care,Kaiser Permanente,1194421602,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
CLAUDIA,VILLALPANDO LEON,Kern Family Health Care,Kaiser Permanente,1407919434,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
CLARA,SONG,Kern Family Health Care,Kaiser Permanente,1417006388,2080N0001X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106301188
BRITNEY,FORDE,L.A. Care Health Plan,Kaiser Permanente,1043912348,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
LARA,ABBOTT,L.A. Care Health Plan,L.A. Care Health Plan,1053312868,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Only,No,,306190962
BATOOL,JAFRI,L.A. Care Health Plan,L.A. Care Health Plan,1053331538,207W00000X,Adult Core Specialist,Ophthalmology,MD,N,Y,No,No,,106190796
AMIN,ABDI,Kern Family Health Care,Kaiser Permanente,1437438009,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
CHRISTOPHER,SALCE,Kern Family Health Care,Kaiser Permanente,1437806890,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ERNESTINA,ARCEO,Kern Family Health Care,Kaiser Permanente,1447831995,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
OPRIYE,HARRISON,Kern Family Health Care,Kaiser Permanente,1447943824,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ISSAC,PADILLA,Kern Family Health Care,Kaiser Permanente,1447963475,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
KATHLEEN,BRENNAN,L.A. Care Health Plan,L.A. Care Health Plan,1306033741,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,No,No,,106190796
AARON,REITMAN,L.A. Care Health Plan,Kaiser Permanente,1306046073,2080N0001X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106191228
SO EUN,KIM,Kern Family Health Care,Kaiser Permanente,1457088551,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
YULIYA,TURIY,L.A. Care Health Plan,L.A. Care Health Plan,1306088018,2080P0202X,Pediatric Core Specialist,Cardiology/Interventional Cardiology,MD,N,Y,Only,Both,,106190758
GIM,TAN,Kern Family Health Care,Kaiser Permanente,1457323222,2080P0203X,Non-ANC Provider Type,Other,MD,N,Y,Only,No,,106191228
JESSICA,DE LOS SANTOS,Kern Family Health Care,Kaiser Permanente,1396521258,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
PRITHA,GUPTA,L.A. Care Health Plan,L.A. Care Health Plan,1003133422,207RI0011X,Adult Core Specialist,Cardiology/Interventional Cardiology,MD,N,Y,No,No,,106190796
THOMAS,BUCHANAN,L.A. Care Health Plan,L.A. Care Health Plan,1003143991,207RE0101X,Adult Core Specialist,Endocrinology,MD,N,Y,No,No,,106190198
WILLIAM,CHANG,L.A. Care Health Plan,L.A. Care Health Plan,1003236688,207RP1001X,Adult Core Specialist,Pulmonology,MD,N,Y,No,Both,,106190017
NEELAYSH,VUKKADALA,L.A. Care Health Plan,L.A. Care Health Plan,1003341702,207Y00000X,Adult Core Specialist,ENT/Otolaryngology,MD,N,Y,No,No,,106190796
PHILLIP,STEVENSON,L.A. Care Health Plan,Kaiser Permanente,1003505223,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
ELIZABETH,MONTELONGO,Kern Family Health Care,Kaiser Permanente,1700487519,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
AMAL,PUSWELLA,Kern Family Health Care,Kaiser Permanente,1700945177,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
MELISSA,JOINES,L.A. Care Health Plan,L.A. Care Health Plan,1043462369,2085R0202X,Ancillary Provider,"Mammography Provider, MRI Provider",MD,N,Y,No,No,,106190796
AARON,LISBERG,L.A. Care Health Plan,L.A. Care Health Plan,1043509797,207RH0003X,Adult Core Specialist,Hematology,MD,N,Y,No,No,,106190796
THIEN,NGUYEN,Kern Family Health Care,Kaiser Permanente,1689093486,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
FALLON,TEPPER,Kern Family Health Care,Kaiser Permanente,1689110512,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
SAMAN,HAZANY,Kern Family Health Care,Kaiser Permanente,1457592230,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106191228
JOCELYNE,SANDOVAL,Kern Family Health Care,Kaiser Permanente,1689375677,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
CONG,VO,Kern Family Health Care,Kaiser Permanente,1689721342,2080N0001X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106301188
SATYA,STEWART,Kern Family Health Care,Kaiser Permanente,1689722696,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
MCKENNA,GLASER,Kern Family Health Care,Kaiser Permanente,1891251757,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ZILL,TRIVEDI,Kern Family Health Care,Kaiser Permanente,1891459699,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ISABEL,CHAVEZ,Kern Family Health Care,Kaiser Permanente,1659052314,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
JULIA,ARCEO,Kern Family Health Care,Kaiser Permanente,1659099984,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
ALEX,SIMON VALLADARES,Kern Family Health Care,Kaiser Permanente,1023732211,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
SANHITA,REDDY,Kern Family Health Care,Kaiser Permanente,1033592712,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
BRITTANY,GREENAWAY,Kern Family Health Care,Kaiser Permanente,1487363602,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
JANET,LEUNG,Kern Family Health Care,Kaiser Permanente,1497328181,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
JEAN,DING,L.A. Care Health Plan,L.A. Care Health Plan,1215918354,2085R0202X,Ancillary Provider,"Mammography Provider, MRI Provider",MD,N,Y,Both,No,,406190245
MARC,GIRSKY,L.A. Care Health Plan,L.A. Care Health Plan,1215921044,207RC0001X,Adult Core Specialist,Cardiology/Interventional Cardiology,MD,N,Y,Both,No,,306197824
STEFANI,TAKAHASHI,L.A. Care Health Plan,L.A. Care Health Plan,1215961735,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,Both,,106190198
ROBERT,BINDER,L.A. Care Health Plan,L.A. Care Health Plan,1225010648,213ES0131X,Non-ANC Provider Type,Other,MD,N,Y,Both,Both,,106190385
CARLOS,BAEZ,L.A. Care Health Plan,L.A. Care Health Plan,1225038961,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,106190630
RAMA,CHANDRAN,L.A. Care Health Plan,L.A. Care Health Plan,1225049356,207X00000X,Adult Core Specialist,Orthopedic Surgery,MD,N,Y,Both,No,,106190470
ARASH,VAHDAT,L.A. Care Health Plan,L.A. Care Health Plan,1225134232,207RI0011X,Adult Core Specialist,Cardiology/Interventional Cardiology,MD,N,Y,No,No,,106190385
GUSTAVO,TORRES-CIFUENTES,L.A. Care Health Plan,L.A. Care Health Plan,1225138498,2086S0129X,Adult Core Specialist,General Surgery,MD,N,Y,Both,No,,106190197
ADANEY,DIEZ,Kern Family Health Care,Kaiser Permanente,1467043711,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
STEPHANIE,MONTIEL,Kern Family Health Care,Kaiser Permanente,1467134353,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
MINDY,GIBSON,Kern Family Health Care,Kaiser Permanente,1679130231,103K00000X,Non-ANC Provider Type,Other,BCB,N,N,Both,Both,Provider,106434032
ITZEL,IXTA,Kern Family Health Care,Kaiser Permanente,1417639105,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
BRIAN,WILLIAMS,Kern Family Health Care,Kaiser Permanente,1417928664,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
JESSENIA,GUIX,Kern Family Health Care,Kaiser Permanente,1427633874,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
DINORA,ROMAN,Kern Family Health Care,Kaiser Permanente,1629786066,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
KUSUM,BASNET,Kern Family Health Care,Kaiser Permanente,1629792882,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
LILIBETH,NAVARRETE,Kern Family Health Care,Kaiser Permanente,1639738669,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
MARIE,LASSAIGNE,Kern Family Health Care,Kaiser Permanente,1639886625,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
VALERIE,GUERRERO,Kern Family Health Care,Kaiser Permanente,1902447808,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
LANGSTON,HOLLY,L.A. Care Health Plan,L.A. Care Health Plan,1063437192,207T00000X,Adult Core Specialist,General Surgery,MD,N,Y,No,No,,106190796
SAMANTHA,HAN,L.A. Care Health Plan,L.A. Care Health Plan,1063512812,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,106190382
RAMACHANDRA,PATAK,L.A. Care Health Plan,L.A. Care Health Plan,1144218488,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,106190385
DALHIA,MEDINA PADILLA,Kern Family Health Care,Kaiser Permanente,1619512241,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
KEYLA,CARDONA CONCECO,Kern Family Health Care,Kaiser Permanente,1619650892,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
ERICK,ANTONIO,Kern Family Health Care,Kaiser Permanente,1316416589,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
JENNELYN,GUIA,Kern Family Health Care,Kaiser Permanente,1316669229,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
JEREMY,LOMELI,Kern Family Health Care,Kaiser Permanente,1710563838,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
ZUHAIB,PATEL,Kern Family Health Care,Kaiser Permanente,1922344654,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
AALYSSA,RINCON,Kern Family Health Care,Kaiser Permanente,1922708213,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
LUNA,MULLER,Kern Family Health Care,Kaiser Permanente,1922718980,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,106434032
KODI,RAMIREZ,Kern Family Health Care,Kaiser Permanente,1922779263,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,Paraprofessional,406564132
HSU HSIANG,CHANG,Kern Family Health Care,Kaiser Permanente,1932546603,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
JOYCEANN,FINN,Kern Family Health Care,Kaiser Permanente,1700539293,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
YANG,LIU,L.A. Care Health Plan,L.A. Care Health Plan,1033430913,207RG0100X,Adult Core Specialist,Gastroenterology,MD,N,Y,No,No,,106190200
JULIO,ESPINOSA,L.A. Care Health Plan,L.A. Care Health Plan,1033470190,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,No,No,,106196168
RYANN,AHERN,L.A. Care Health Plan,Kaiser Permanente,1306149166,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
BENJAMIN,GALVAN,L.A. Care Health Plan,Kaiser Permanente,1306522693,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,Paraprofessional,406564132
