OSHPD_ID,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings
106371256,GI Hemorrhage,2.0,155.0,1.3,As Expected
106371256,Hip Fracture,0.0,74.0,0.0,As Expected
106371256,PCI,,,,
106371256,Pancreatic Resection,0.0,28.0,0.0,As Expected
106371394,GI Hemorrhage,2.0,279.0,1.0,As Expected
106371394,Acute Stroke,6.0,243.0,3.5,Better
106371394,AAA Repair Endo Unrupture,0.0,6.0,0.0,As Expected
106371394,AAA Repair Open Unrupture,,,,
106371394,AMI,4.0,190.0,2.5,As Expected
106371394,Acute Stroke Hemorrhagic,2.0,34.0,8.8,As Expected
106371394,Acute Stroke Ischemic,2.0,206.0,1.0,Better
106371394,Acute Stroke Subarachnoid,2.0,3.0,42.1,As Expected
106371394,Heart Failure,6.0,431.0,1.2,Better
106371394,Hip Fracture,1.0,195.0,0.5,As Expected
106371394,Pancreatic Resection,,,,
106371394,Pneumonia,14.0,381.0,3.8,Better
106371394,Carotid Endarterectomy,0.0,25.0,0.0,As Expected
106371394,PCI,3.0,187.0,1.4,Better
106374141,Isolated CABG Operative Mortality,2.0,125.0,2.03493,As Expected
106380857,Carotid Endarterectomy,0.0,32.0,0.0,As Expected
106380857,AMI,14.0,480.0,4.4,As Expected
106380857,Pneumonia,19.0,210.0,8.8,As Expected
106380857,AAA Repair Endo Unrupture,1.0,27.0,5.0,As Expected
106380857,AAA Repair Open Unrupture,0.0,9.0,0.0,As Expected
106380857,Acute Stroke,18.0,201.0,12.7,As Expected
106380857,Acute Stroke Hemorrhagic,8.0,37.0,30.0,As Expected
106380857,Acute Stroke Subarachnoid,1.0,3.0,58.6,As Expected
106380857,GI Hemorrhage,5.0,216.0,1.7,As Expected
106380857,Hip Fracture,1.0,79.0,1.0,As Expected
106380857,PCI,11.0,265.0,5.1,As Expected
106380857,Pancreatic Resection,0.0,40.0,,As Expected
106380857,Isolated CABG Operative Mortality,4.0,363.0,1.945885,As Expected
106380857,Acute Stroke Ischemic,9.0,161.0,6.7,As Expected
106380857,Heart Failure,16.0,422.0,3.4,As Expected
106380865,GI Hemorrhage,,,,
106380865,PCI,,,,
106380865,AAA Repair Endo Unrupture,,,,
106380865,AAA Repair Open Unrupture,,,,
106380865,AMI,,,,
106380865,Acute Stroke Hemorrhagic,,,,
106380865,Acute Stroke Ischemic,,,,
106380865,Acute Stroke Subarachnoid,,,,
106380865,Heart Failure,,,,
106380865,Hip Fracture,,,,
106380865,Pancreatic Resection,,,,
106380865,Pneumonia,2.0,33.0,6.1,As Expected
106380865,Carotid Endarterectomy,,,,
106380865,Acute Stroke,,,,
106380933,AAA Repair Endo Unrupture,,,,
106380933,Acute Stroke Hemorrhagic,19.0,103.0,22.3,As Expected
106380933,Pneumonia,7.0,64.0,12.4,As Expected
106380933,Heart Failure,3.0,57.0,6.6,As Expected
106380933,Acute Stroke Ischemic,20.0,264.0,6.4,As Expected
106380933,AAA Repair Open Unrupture,,,,
106380933,AMI,,,,
106380933,Acute Stroke,40.0,406.0,9.2,As Expected
106380933,Acute Stroke Subarachnoid,1.0,39.0,4.4,Better
106380933,Carotid Endarterectomy,,,,
106380933,GI Hemorrhage,0.0,44.0,0.0,As Expected
106380933,Hip Fracture,0.0,6.0,0.0,As Expected
106380933,PCI,,,,
106380933,Pancreatic Resection,,,,
106380939,AAA Repair Endo Unrupture,,,,
106380939,Acute Stroke Hemorrhagic,27.0,94.0,27.4,Worse
106380939,Carotid Endarterectomy,,,,
106380939,AAA Repair Open Unrupture,,,,
106380939,AMI,8.0,110.0,6.3,As Expected
106380939,Acute Stroke,59.0,366.0,12.0,Worse
106380939,Acute Stroke Ischemic,22.0,251.0,7.1,As Expected
106380939,Acute Stroke Subarachnoid,10.0,21.0,28.5,As Expected
106380939,GI Hemorrhage,9.0,184.0,6.5,Worse
106380939,Heart Failure,11.0,563.0,3.3,As Expected
106380939,Hip Fracture,3.0,125.0,2.2,As Expected
106380939,Pancreatic Resection,0.0,3.0,,As Expected
106380939,Pneumonia,19.0,365.0,7.2,As Expected
106380939,PCI,5.0,69.0,5.0,As Expected
106380960,Carotid Endarterectomy,,,,
106380960,Acute Stroke,4.0,48.0,7.7,As Expected
106380960,AAA Repair Endo Unrupture,,,,
106380960,AAA Repair Open Unrupture,,,,
106380960,AMI,0.0,7.0,0.0,As Expected
106380960,Acute Stroke Hemorrhagic,3.0,17.0,20.6,As Expected
106380960,Acute Stroke Ischemic,1.0,30.0,3.2,As Expected
106380960,Acute Stroke Subarachnoid,,,,
106380960,GI Hemorrhage,0.0,53.0,0.0,As Expected
106380960,Hip Fracture,1.0,18.0,3.3,As Expected
106380960,PCI,,,,
106380960,Pancreatic Resection,,,,
106380960,Pneumonia,3.0,213.0,1.9,Better
106380960,Heart Failure,3.0,118.0,2.8,As Expected
106380965,PCI,6.0,64.0,6.3,As Expected
106380965,Acute Stroke,4.0,66.0,9.1,As Expected
106380965,Carotid Endarterectomy,0.0,10.0,0.0,As Expected
106380965,AAA Repair Endo Unrupture,,,,
106380965,AAA Repair Open Unrupture,,,,
106380965,AMI,9.0,68.0,6.6,As Expected
106380965,Acute Stroke Hemorrhagic,2.0,7.0,22.1,As Expected
106380965,Acute Stroke Ischemic,2.0,59.0,4.9,As Expected
106380965,Acute Stroke Subarachnoid,,,,
106380965,GI Hemorrhage,3.0,89.0,2.6,As Expected
106380965,Heart Failure,3.0,198.0,0.9,Better
106380965,Hip Fracture,1.0,66.0,1.7,As Expected
106380965,Pancreatic Resection,,,,
106380965,Pneumonia,5.0,149.0,2.5,Better
106381154,Pneumonia,38.0,528.0,5.2,As Expected
106381154,Heart Failure,17.0,542.0,2.3,As Expected
106381154,Acute Stroke Ischemic,18.0,264.0,4.1,As Expected
106381154,AAA Repair Endo Unrupture,0.0,22.0,0.0,As Expected
106381154,AMI,14.0,165.0,6.1,As Expected
106381154,Acute Stroke,52.0,453.0,6.6,Better
106381154,Acute Stroke Hemorrhagic,23.0,133.0,14.2,Better
106381154,Carotid Endarterectomy,0.0,20.0,0.0,As Expected
106381154,GI Hemorrhage,7.0,299.0,1.5,As Expected
106381154,Hip Fracture,0.0,76.0,0.0,As Expected
106381154,PCI,8.0,176.0,4.2,As Expected
106381154,Pancreatic Resection,0.0,138.0,0.0,As Expected
106381154,Isolated CABG Operative Mortality,1.0,68.0,1.843098,As Expected
106381154,AAA Repair Open Unrupture,3.0,18.0,20.9,As Expected
106381154,Acute Stroke Subarachnoid,11.0,56.0,17.7,As Expected
106382715,Acute Stroke Hemorrhagic,,,,
106382715,Acute Stroke,0.0,44.0,0.0,As Expected
106382715,PCI,,,,
106382715,Carotid Endarterectomy,,,,
106382715,AAA Repair Endo Unrupture,,,,
106382715,AAA Repair Open Unrupture,,,,
106382715,AMI,1.0,5.0,12.1,As Expected
106382715,Acute Stroke Ischemic,0.0,43.0,0.0,As Expected
106382715,Acute Stroke Subarachnoid,,,,
106382715,GI Hemorrhage,1.0,49.0,2.2,As Expected
106382715,Heart Failure,3.0,101.0,2.1,As Expected
106382715,Hip Fracture,1.0,25.0,3.9,As Expected
106382715,Pancreatic Resection,,,,
106382715,Pneumonia,10.0,94.0,9.6,As Expected
106384176,PCI,4.0,178.0,1.8,As Expected
106384176,AAA Repair Open Unrupture,,,,
106384176,Acute Stroke Subarachnoid,1.0,4.0,55.0,As Expected
106384176,AAA Repair Endo Unrupture,0.0,9.0,0.0,As Expected
106384176,AMI,12.0,180.0,4.3,As Expected
106384176,Acute Stroke,11.0,174.0,6.4,As Expected
106384176,Acute Stroke Hemorrhagic,8.0,40.0,19.7,As Expected
106384176,Carotid Endarterectomy,0.0,29.0,0.0,As Expected
106384176,GI Hemorrhage,12.0,260.0,2.5,As Expected
106384176,Hip Fracture,0.0,9.0,0.0,As Expected
106384176,Pancreatic Resection,0.0,54.0,0.0,As Expected
106384176,Isolated CABG Operative Mortality,0.0,69.0,0.0,As Expected
106384176,Acute Stroke Ischemic,2.0,130.0,1.6,As Expected
106384176,Heart Failure,25.0,448.0,3.4,As Expected
106384176,Pneumonia,25.0,205.0,9.2,Worse
106384202,GI Hemorrhage,0.0,93.0,0.0,As Expected
106384202,Acute Stroke,2.0,26.0,11.8,As Expected
106384202,AAA Repair Endo Unrupture,,,,
106384202,AAA Repair Open Unrupture,,,,
106384202,AMI,0.0,8.0,0.0,As Expected
106384202,Acute Stroke Hemorrhagic,0.0,5.0,0.0,As Expected
106384202,Acute Stroke Ischemic,2.0,21.0,10.6,As Expected
106384202,Acute Stroke Subarachnoid,,,,
106384202,Heart Failure,2.0,213.0,1.0,As Expected
106384202,Hip Fracture,1.0,111.0,0.9,As Expected
106384202,Pancreatic Resection,,,,
106384202,Pneumonia,5.0,170.0,3.4,As Expected
106384202,Carotid Endarterectomy,0.0,5.0,0.0,As Expected
106384202,PCI,,,,
106390846,GI Hemorrhage,3.0,86.0,4.1,As Expected
106390846,Heart Failure,3.0,237.0,2.0,As Expected
106390846,Pneumonia,12.0,263.0,6.6,As Expected
106390846,AAA Repair Endo Unrupture,,,,
106390846,AAA Repair Open Unrupture,,,,
106390846,AMI,13.0,104.0,17.1,Worse
106390846,Acute Stroke Hemorrhagic,,,,
106390846,Acute Stroke Subarachnoid,,,,
106390846,Carotid Endarterectomy,,,,
106390846,Hip Fracture,1.0,27.0,4.7,As Expected
106390846,PCI,7.0,81.0,11.4,Worse
106390846,Pancreatic Resection,,,,
106390846,Isolated CABG Operative Mortality,5.0,42.0,15.31434,Worse
106390846,Acute Stroke,4.0,52.0,20.1,As Expected
106390846,Acute Stroke Ischemic,4.0,52.0,11.3,As Expected
106390923,PCI,,,,
106390923,AMI,5.0,34.0,9.3,As Expected
106390923,Acute Stroke Subarachnoid,,,,
106390923,Carotid Endarterectomy,,,,
106390923,AAA Repair Endo Unrupture,,,,
106390923,AAA Repair Open Unrupture,,,,
106390923,Acute Stroke,6.0,141.0,7.5,As Expected
106390923,Acute Stroke Hemorrhagic,2.0,7.0,23.0,As Expected
106390923,Acute Stroke Ischemic,4.0,134.0,3.8,As Expected
106390923,GI Hemorrhage,4.0,175.0,2.8,As Expected
106390923,Heart Failure,8.0,280.0,2.8,As Expected
106390923,Hip Fracture,1.0,72.0,1.2,As Expected
106390923,Pancreatic Resection,,,,
106390923,Pneumonia,13.0,293.0,5.0,As Expected
106391010,AAA Repair Endo Unrupture,0.0,3.0,0.0,As Expected
106391010,Acute Stroke Hemorrhagic,15.0,43.0,28.7,As Expected
106391010,Acute Stroke Ischemic,3.0,111.0,3.3,As Expected
106391010,Heart Failure,4.0,300.0,2.2,As Expected
106391010,AAA Repair Open Unrupture,,,,
106391010,AMI,2.0,31.0,5.6,As Expected
106391010,Acute Stroke,19.0,157.0,10.8,As Expected
106391010,Acute Stroke Subarachnoid,1.0,3.0,97.1,As Expected
106391010,Carotid Endarterectomy,0.0,4.0,0.0,As Expected
106391010,GI Hemorrhage,5.0,120.0,3.0,As Expected
106391010,Hip Fracture,1.0,113.0,1.1,As Expected
106391010,PCI,,,,
106391010,Pancreatic Resection,1.0,10.0,,As Expected
106391010,Pneumonia,19.0,282.0,11.6,Worse
106391042,Acute Stroke Ischemic,7.0,302.0,2.5,Better
106391042,AAA Repair Open Unrupture,,,,
106391042,Hip Fracture,0.0,67.0,0.0,As Expected
106391042,AAA Repair Endo Unrupture,0.0,20.0,0.0,As Expected
106391042,AMI,37.0,693.0,5.2,As Expected
106391042,Acute Stroke,18.0,326.0,6.3,As Expected
106391042,Acute Stroke Hemorrhagic,10.0,23.0,19.3,As Expected
106391042,Acute Stroke Subarachnoid,,,,
106391042,GI Hemorrhage,11.0,421.0,1.9,As Expected
106391042,Heart Failure,14.0,911.0,1.4,Better
106391042,Pancreatic Resection,0.0,5.0,0.0,As Expected
106391042,Pneumonia,18.0,626.0,2.5,Better
106391042,Isolated CABG Operative Mortality,7.0,197.0,2.359962,As Expected
106391042,Carotid Endarterectomy,1.0,45.0,8.7,As Expected
106391042,PCI,23.0,517.0,4.6,As Expected
106391056,AMI,0.0,15.0,0.0,As Expected
106391056,Carotid Endarterectomy,,,,
106391056,Pneumonia,11.0,211.0,5.6,As Expected
106391056,AAA Repair Endo Unrupture,,,,
106391056,AAA Repair Open Unrupture,,,,
106391056,Acute Stroke,0.0,66.0,0.0,As Expected
106391056,Acute Stroke Hemorrhagic,,,,
106391056,Acute Stroke Subarachnoid,,,,
106391056,GI Hemorrhage,3.0,88.0,4.3,As Expected
106391056,Hip Fracture,1.0,24.0,4.2,As Expected
106391056,PCI,,,,
106391056,Pancreatic Resection,,,,
106391056,Acute Stroke Ischemic,0.0,64.0,0.0,As Expected
106391056,Heart Failure,5.0,136.0,2.4,As Expected
106392287,PCI,,,,
106392287,Acute Stroke,2.0,63.0,7.7,As Expected
106392287,Carotid Endarterectomy,,,,
106392287,AAA Repair Endo Unrupture,,,,
106392287,AAA Repair Open Unrupture,,,,
106392287,Acute Stroke Hemorrhagic,0.0,4.0,0.0,As Expected
106392287,Acute Stroke Ischemic,2.0,59.0,7.0,As Expected
106392287,Acute Stroke Subarachnoid,,,,
106392287,Heart Failure,1.0,164.0,1.0,As Expected
106392287,Hip Fracture,0.0,29.0,0.0,As Expected
106392287,Pancreatic Resection,,,,
106392287,Pneumonia,14.0,165.0,13.5,Worse
106392287,AMI,1.0,23.0,5.4,As Expected
106392287,GI Hemorrhage,2.0,103.0,4.5,As Expected
106394009,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected
106394009,Acute Stroke Hemorrhagic,2.0,20.0,15.9,As Expected
106394009,Acute Stroke Ischemic,4.0,141.0,4.1,As Expected
106394009,Pneumonia,24.0,462.0,6.4,As Expected
106394009,Heart Failure,13.0,426.0,3.6,As Expected
106394009,AAA Repair Open Unrupture,,,,
106394009,AMI,4.0,96.0,5.3,As Expected
106394009,Acute Stroke,6.0,161.0,7.2,As Expected
106394009,Acute Stroke Subarachnoid,,,,
106394009,Carotid Endarterectomy,0.0,38.0,0.0,As Expected
106394009,GI Hemorrhage,6.0,175.0,3.8,As Expected
106394009,Hip Fracture,3.0,153.0,2.3,As Expected
106394009,PCI,5.0,45.0,6.5,As Expected
106394009,Pancreatic Resection,,,,
106400466,Acute Stroke Ischemic,0.0,41.0,0.0,As Expected
106400466,Heart Failure,3.0,77.0,4.3,As Expected
106400466,AAA Repair Open Unrupture,,,,
106400466,AAA Repair Endo Unrupture,,,,
106400466,AMI,0.0,5.0,0.0,As Expected
106400466,Acute Stroke,2.0,47.0,5.8,As Expected
106400466,Acute Stroke Hemorrhagic,2.0,6.0,27.2,As Expected
106400466,Acute Stroke Subarachnoid,,,,
106400466,Carotid Endarterectomy,0.0,3.0,0.0,As Expected
106400466,GI Hemorrhage,0.0,59.0,0.0,As Expected
106400466,Hip Fracture,0.0,59.0,0.0,As Expected
106400466,Pancreatic Resection,,,,
106400466,Pneumonia,5.0,102.0,5.9,As Expected
106400466,PCI,,,,
106400480,GI Hemorrhage,2.0,100.0,2.5,As Expected
106400480,Acute Stroke Hemorrhagic,2.0,3.0,35.9,As Expected
106400480,AAA Repair Endo Unrupture,0.0,5.0,0.0,As Expected
106400480,AAA Repair Open Unrupture,,,,
106400480,AMI,15.0,254.0,7.1,As Expected
106400480,Acute Stroke,2.0,50.0,5.0,As Expected
106400480,Acute Stroke Ischemic,0.0,47.0,0.0,As Expected
106400480,Acute Stroke Subarachnoid,,,,
106400480,Carotid Endarterectomy,0.0,28.0,0.0,As Expected
106400480,Hip Fracture,3.0,46.0,5.3,As Expected
106400480,PCI,8.0,216.0,4.3,As Expected
106400480,Pancreatic Resection,,,,
106400480,Isolated CABG Operative Mortality,3.0,82.0,4.002359,As Expected
106400480,Pneumonia,12.0,161.0,6.2,As Expected
106400480,Heart Failure,11.0,235.0,3.3,As Expected
106400524,AAA Repair Endo Unrupture,,,,
106400524,AAA Repair Open Unrupture,,,,
106400524,Acute Stroke,16.0,156.0,7.6,As Expected
106400524,Acute Stroke Hemorrhagic,5.0,54.0,9.6,Better
106400524,Acute Stroke Ischemic,11.0,100.0,7.2,As Expected
106400524,GI Hemorrhage,2.0,96.0,2.2,As Expected
106400524,Heart Failure,5.0,88.0,5.3,As Expected
106400524,Hip Fracture,0.0,58.0,0.0,As Expected
106400524,Pancreatic Resection,0.0,4.0,0.0,As Expected
106400524,Pneumonia,7.0,149.0,5.2,As Expected
106400524,Carotid Endarterectomy,0.0,14.0,0.0,As Expected
106400524,PCI,,,,
106400524,AMI,1.0,3.0,19.8,As Expected
106400524,Acute Stroke Subarachnoid,,,,
106400548,Pneumonia,17.0,204.0,8.9,As Expected
106400548,AAA Repair Open Unrupture,,,,
106400548,Acute Stroke Ischemic,3.0,85.0,4.0,As Expected
106400548,Heart Failure,5.0,166.0,2.6,As Expected
106400548,AAA Repair Endo Unrupture,,,,
106400548,AMI,0.0,12.0,0.0,As Expected
106400548,Acute Stroke,4.0,88.0,8.0,As Expected
106400548,Acute Stroke Hemorrhagic,,,,
106400548,Acute Stroke Subarachnoid,,,,
106400548,Carotid Endarterectomy,0.0,6.0,0.0,As Expected
106400548,GI Hemorrhage,3.0,104.0,2.9,As Expected
106400548,Hip Fracture,0.0,80.0,0.0,As Expected
106400548,PCI,,,,
106400548,Pancreatic Resection,,,,
106410782,Acute Stroke Hemorrhagic,0.0,3.0,0.0,As Expected
106410782,AAA Repair Endo Unrupture,,,,
106410782,PCI,,,,
106410782,Carotid Endarterectomy,,,,
106410782,AAA Repair Open Unrupture,,,,
106410782,AMI,1.0,3.0,16.2,As Expected
106410782,Acute Stroke,1.0,28.0,14.7,As Expected
106410782,Acute Stroke Ischemic,1.0,24.0,10.1,As Expected
106410782,Acute Stroke Subarachnoid,,,,
106410782,GI Hemorrhage,0.0,41.0,0.0,As Expected
106410782,Heart Failure,1.0,83.0,1.9,As Expected
106410782,Hip Fracture,0.0,7.0,0.0,As Expected
106410782,Pancreatic Resection,,,,
106410782,Pneumonia,11.0,102.0,18.1,Worse
106410806,GI Hemorrhage,3.0,154.0,3.0,As Expected
106410806,AAA Repair Endo Unrupture,,,,
106410806,Acute Stroke Hemorrhagic,5.0,50.0,20.7,As Expected
106410806,AAA Repair Open Unrupture,,,,
106410806,AMI,2.0,33.0,5.7,As Expected
106410806,Acute Stroke,11.0,198.0,7.8,As Expected
106410806,Acute Stroke Ischemic,4.0,141.0,2.9,As Expected
106410806,Acute Stroke Subarachnoid,2.0,7.0,57.6,As Expected
106410806,Carotid Endarterectomy,,,,
106410806,Hip Fracture,1.0,64.0,1.3,As Expected
106410806,PCI,,,,
106410806,Pancreatic Resection,,,,
106410806,Heart Failure,14.0,387.0,3.2,As Expected
106410806,Pneumonia,21.0,330.0,5.4,As Expected
106410817,Heart Failure,7.0,201.0,2.7,As Expected
106410817,Acute Stroke Hemorrhagic,4.0,27.0,13.9,As Expected
106410817,AAA Repair Endo Unrupture,,,,
106410817,AAA Repair Open Unrupture,,,,
106410817,AMI,14.0,154.0,8.3,As Expected
106410817,Acute Stroke Ischemic,3.0,76.0,3.6,As Expected
106410817,Acute Stroke Subarachnoid,,,,
106410817,GI Hemorrhage,4.0,115.0,2.2,As Expected
106410817,Hip Fracture,1.0,37.0,2.7,As Expected
106410817,Pancreatic Resection,1.0,3.0,100.0,Worse
106410817,Pneumonia,9.0,151.0,5.2,As Expected
106410817,Isolated CABG Operative Mortality,3.0,49.0,4.575539,As Expected
106410817,PCI,9.0,171.0,4.7,As Expected
106410817,Carotid Endarterectomy,,,,
106410817,Acute Stroke,7.0,103.0,6.2,As Expected
106410852,GI Hemorrhage,2.0,269.0,0.7,Better
106410852,Acute Stroke Ischemic,12.0,285.0,3.7,As Expected
106410852,Heart Failure,17.0,400.0,3.1,As Expected
106410852,AAA Repair Endo Unrupture,1.0,7.0,15.4,As Expected
106410852,AAA Repair Open Unrupture,0.0,3.0,0.0,As Expected
106410852,AMI,11.0,227.0,4.3,As Expected
106410852,Acute Stroke Hemorrhagic,15.0,59.0,16.9,As Expected
106410852,Acute Stroke Subarachnoid,5.0,10.0,26.1,As Expected
106410852,Carotid Endarterectomy,0.0,21.0,0.0,As Expected
106410852,Hip Fracture,3.0,145.0,2.0,As Expected
106410852,PCI,6.0,181.0,2.8,As Expected
106410852,Pancreatic Resection,0.0,16.0,0.0,As Expected
106410852,Isolated CABG Operative Mortality,1.0,49.0,3.05842,As Expected
106410852,Pneumonia,11.0,158.0,7.3,As Expected
106410852,Acute Stroke,32.0,354.0,7.3,As Expected
106410891,Acute Stroke,5.0,84.0,8.8,As Expected
106410891,PCI,1.0,52.0,1.5,As Expected
106410891,Carotid Endarterectomy,0.0,37.0,0.0,As Expected
106410891,AAA Repair Endo Unrupture,0.0,5.0,0.0,As Expected
106410891,AAA Repair Open Unrupture,0.0,5.0,0.0,As Expected
106410891,AMI,1.0,55.0,1.5,As Expected
106410891,Acute Stroke Hemorrhagic,4.0,17.0,31.3,As Expected
106410891,Acute Stroke Ischemic,1.0,66.0,2.2,As Expected
106410891,Acute Stroke Subarachnoid,,,,
106410891,GI Hemorrhage,1.0,72.0,2.1,As Expected
106410891,Heart Failure,6.0,164.0,3.2,As Expected
106410891,Hip Fracture,1.0,55.0,2.3,As Expected
106410891,Pancreatic Resection,,,,
106410891,Pneumonia,4.0,130.0,3.7,As Expected
106410891,Isolated CABG Operative Mortality,0.0,35.0,0.0,As Expected
106414139,AAA Repair Endo Unrupture,,,,
106414139,Acute Stroke Hemorrhagic,30.0,202.0,22.9,As Expected
106414139,Heart Failure,8.0,197.0,4.5,As Expected
106414139,Pneumonia,10.0,131.0,8.3,As Expected
106414139,Acute Stroke Ischemic,30.0,282.0,10.7,Worse
106414139,AAA Repair Open Unrupture,,,,
106414139,AMI,1.0,44.0,2.6,As Expected
106414139,Acute Stroke,75.0,571.0,13.5,Worse
106414139,Acute Stroke Subarachnoid,15.0,87.0,41.5,Worse
106414139,Carotid Endarterectomy,0.0,5.0,0.0,As Expected
106414139,GI Hemorrhage,3.0,89.0,4.1,As Expected
106414139,Hip Fracture,1.0,70.0,1.5,As Expected
106414139,PCI,0.0,20.0,0.0,As Expected
106414139,Pancreatic Resection,,,,
106420483,AAA Repair Open Unrupture,,,,
106420483,Acute Stroke Ischemic,,,,
106420483,AAA Repair Endo Unrupture,,,,
106420483,AMI,,,,
106420483,Acute Stroke,,,,
106420483,Acute Stroke Hemorrhagic,,,,
106420483,Acute Stroke Subarachnoid,,,,
106420483,GI Hemorrhage,,,,
106420483,Heart Failure,1.0,13.0,9.3,As Expected
106420483,Hip Fracture,0.0,54.0,0.0,As Expected
106420483,Pancreatic Resection,,,,
106420483,Pneumonia,2.0,41.0,10.0,As Expected
106420483,Carotid Endarterectomy,,,,
106420483,PCI,,,,
106420491,AMI,,,,
106420491,Carotid Endarterectomy,,,,
106420491,Pneumonia,8.0,72.0,15.7,Worse
106420491,AAA Repair Endo Unrupture,,,,
106420491,AAA Repair Open Unrupture,,,,
106420491,Acute Stroke,0.0,40.0,0.0,As Expected
106420491,Acute Stroke Hemorrhagic,0.0,4.0,0.0,As Expected
106420491,Acute Stroke Subarachnoid,,,,
106420491,GI Hemorrhage,1.0,83.0,2.6,As Expected
106420491,Hip Fracture,0.0,24.0,0.0,As Expected
106420491,PCI,,,,
106420491,Pancreatic Resection,,,,
106420491,Acute Stroke Ischemic,0.0,36.0,0.0,As Expected
106420491,Heart Failure,5.0,90.0,7.2,As Expected
106420493,AAA Repair Endo Unrupture,0.0,7.0,0.0,As Expected
106420493,PCI,4.0,93.0,4.5,As Expected
106420493,Carotid Endarterectomy,0.0,18.0,0.0,As Expected
106420493,AAA Repair Open Unrupture,,,,
106420493,AMI,11.0,162.0,7.3,As Expected
106420493,Acute Stroke,15.0,166.0,9.2,As Expected
106420493,Acute Stroke Ischemic,4.0,108.0,4.0,As Expected
106420493,Acute Stroke Subarachnoid,,,,
106420493,GI Hemorrhage,7.0,180.0,2.9,As Expected
106420493,Heart Failure,14.0,350.0,4.1,As Expected
106420493,Hip Fracture,4.0,121.0,4.1,As Expected
106420493,Pancreatic Resection,,,,
106420493,Pneumonia,9.0,274.0,3.1,Better
106420493,Isolated CABG Operative Mortality,2.0,52.0,6.174435,As Expected
106420493,Acute Stroke Hemorrhagic,11.0,56.0,24.1,As Expected
106420514,Carotid Endarterectomy,0.0,26.0,0.0,As Expected
106420514,AMI,13.0,252.0,5.8,As Expected
106420514,Pneumonia,32.0,403.0,8.1,As Expected
106420514,Heart Failure,16.0,427.0,3.1,As Expected
106420514,Acute Stroke Ischemic,29.0,363.0,5.4,As Expected
106420514,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected
106420514,AAA Repair Open Unrupture,,,,
106420514,Acute Stroke,66.0,533.0,8.0,As Expected
106420514,Acute Stroke Hemorrhagic,27.0,110.0,17.6,As Expected
106420514,Acute Stroke Subarachnoid,10.0,60.0,14.9,As Expected
106420514,GI Hemorrhage,8.0,336.0,2.2,As Expected
106420514,Hip Fracture,0.0,173.0,0.0,As Expected
106420514,PCI,7.0,208.0,3.1,As Expected
106420514,Pancreatic Resection,0.0,30.0,0.0,As Expected
106420514,Isolated CABG Operative Mortality,2.0,85.0,3.039448,As Expected
106420522,AMI,,,,
106420522,Acute Stroke Subarachnoid,,,,
106420522,Carotid Endarterectomy,,,,
106420522,AAA Repair Endo Unrupture,,,,
106420522,AAA Repair Open Unrupture,,,,
106420522,Acute Stroke,0.0,3.0,0.0,As Expected
106420522,Acute Stroke Hemorrhagic,,,,
106420522,Acute Stroke Ischemic,0.0,3.0,0.0,As Expected
106420522,GI Hemorrhage,,,,
106420522,Heart Failure,0.0,7.0,0.0,As Expected
106420522,Hip Fracture,,,,
106420522,Pancreatic Resection,,,,
106420522,Pneumonia,2.0,14.0,21.6,As Expected
106420522,PCI,,,,
106430705,AMI,16.0,258.0,4.0,Better
106430705,Carotid Endarterectomy,0.0,4.0,0.0,As Expected
106430705,AAA Repair Endo Unrupture,0.0,5.0,0.0,As Expected
106430705,AAA Repair Open Unrupture,,,,
106430705,Acute Stroke,46.0,611.0,4.9,Better
106430705,Acute Stroke Hemorrhagic,18.0,130.0,11.3,Better
106430705,Acute Stroke Subarachnoid,10.0,39.0,14.3,Better
106430705,GI Hemorrhage,10.0,251.0,2.8,As Expected
106430705,Hip Fracture,3.0,94.0,3.8,As Expected
106430705,PCI,8.0,148.0,3.4,As Expected
106430705,Pancreatic Resection,,,,
106430705,Isolated CABG Operative Mortality,3.0,51.0,4.242983,As Expected
106430705,Pneumonia,20.0,583.0,2.7,Better
106430705,Acute Stroke Ischemic,18.0,442.0,2.6,Better
106430705,Heart Failure,7.0,588.0,1.2,Better
106430763,PCI,7.0,175.0,3.8,As Expected
106430763,AAA Repair Open Unrupture,0.0,8.0,0.0,As Expected
106430763,AMI,15.0,207.0,7.7,As Expected
106430763,Acute Stroke,21.0,343.0,8.7,As Expected
106430763,Acute Stroke Ischemic,9.0,292.0,4.7,As Expected
106430763,Acute Stroke Subarachnoid,2.0,5.0,23.9,As Expected
106430763,GI Hemorrhage,11.0,349.0,3.6,As Expected
106430763,Hip Fracture,1.0,177.0,0.5,As Expected
106430763,Pancreatic Resection,0.0,14.0,,As Expected
106430763,Pneumonia,28.0,446.0,6.7,As Expected
106430763,Isolated CABG Operative Mortality,3.0,84.0,2.815301,As Expected
106430763,Carotid Endarterectomy,0.0,34.0,0.0,As Expected
106430763,AAA Repair Endo Unrupture,0.0,7.0,0.0,As Expected
106430763,Heart Failure,15.0,532.0,2.7,As Expected
106430763,Acute Stroke Hemorrhagic,10.0,46.0,21.0,As Expected
106430779,Pneumonia,28.0,428.0,5.4,As Expected
106430779,AAA Repair Open Unrupture,,,,
