,OSHPD_ID,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings
6292,106190385,Pneumonia,17.0,264.0,6.5,As Expected
6293,106190385,Acute Stroke Hemorrhagic,18.0,94.0,23.2,As Expected
6294,106190385,Acute Stroke,51.0,409.0,12.2,Worse
6295,106190385,GI Hemorrhage,9.0,350.0,2.1,As Expected
6296,106190385,Pancreatic Resection,3.0,37.0,4.4,As Expected
6297,106190385,Acute Stroke Ischemic,27.0,299.0,8.6,Worse
6298,106190385,Hip Fracture,4.0,127.0,2.8,As Expected
6299,106190385,Carotid Endarterectomy,0.0,23.0,0.0,As Expected
6300,106190385,AMI,12.0,244.0,5.5,As Expected
6301,106190385,AAA Repair Open Unrupture,,,,
6302,106190385,AAA Repair Endo Unrupture,0.0,24.0,0.0,As Expected
6303,106190400,Isolated CABG Operative Mortality,0.0,88.0,0.0,As Expected
6304,106190400,PCI,7.0,164.0,4.2,As Expected
6305,106190400,Acute Stroke Hemorrhagic,16.0,83.0,24.7,As Expected
6306,106190400,Pneumonia,39.0,530.0,6.5,As Expected
6307,106190400,Acute Stroke Subarachnoid,5.0,17.0,30.4,As Expected
6308,106190400,Acute Stroke Ischemic,15.0,315.0,5.7,As Expected
6309,106190400,Pancreatic Resection,0.0,38.0,0.0,As Expected
6310,106190400,Heart Failure,18.0,621.0,3.1,As Expected
6311,106190400,AAA Repair Open Unrupture,,,,
6312,106190400,Acute Stroke,36.0,415.0,10.5,As Expected
6313,106190400,Hip Fracture,4.0,192.0,2.0,As Expected
6314,106190400,GI Hemorrhage,10.0,432.0,2.2,As Expected
6315,106190400,Carotid Endarterectomy,0.0,10.0,0.0,As Expected
6316,106190400,AMI,16.0,235.0,6.5,As Expected
6317,106190400,AAA Repair Endo Unrupture,0.0,14.0,0.0,As Expected
6318,106190422,Isolated CABG Operative Mortality,1.0,57.0,2.04,As Expected
6319,106190422,Pneumonia,58.0,552.0,8.3,As Expected
6320,106190422,Acute Stroke Subarachnoid,8.0,20.0,22.3,As Expected
6321,106190422,Pancreatic Resection,3.0,13.0,17.4,Worse
6322,106190422,AAA Repair Open Unrupture,,,,
6323,106190422,Acute Stroke,54.0,611.0,9.9,As Expected
6324,106190422,Acute Stroke Ischemic,22.0,485.0,6.4,As Expected
6325,106190422,Acute Stroke Hemorrhagic,24.0,106.0,22.2,As Expected
6326,106190422,Hip Fracture,0.0,254.0,0.0,Better
6327,106190422,Heart Failure,44.0,1040.0,3.1,As Expected
6328,106190422,GI Hemorrhage,14.0,546.0,2.7,As Expected
6329,106190422,Carotid Endarterectomy,0.0,21.0,0.0,As Expected
6330,106190422,AMI,45.0,415.0,8.3,Worse
6331,106190422,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected
6332,106190422,PCI,31.0,353.0,6.7,Worse
6333,106190470,Isolated CABG Operative Mortality,1.0,66.0,2.24,As Expected
6334,106190470,Heart Failure,30.0,706.0,3.5,As Expected
6335,106190470,Acute Stroke Ischemic,25.0,445.0,7.3,Worse
6336,106190470,AMI,23.0,402.0,5.4,As Expected
6337,106190470,Hip Fracture,3.0,126.0,1.8,As Expected
6338,106190470,Pancreatic Resection,0.0,13.0,0.0,As Expected
6339,106190470,Pneumonia,34.0,301.0,9.5,As Expected
6340,106190470,Acute Stroke,58.0,614.0,9.4,As Expected
6341,106190470,PCI,16.0,276.0,4.3,As Expected
6342,106190470,Acute Stroke Subarachnoid,7.0,30.0,22.7,As Expected
6343,106190470,Acute Stroke Hemorrhagic,26.0,139.0,17.6,As Expected
6344,106190470,GI Hemorrhage,11.0,401.0,3.4,As Expected
6345,106190470,Carotid Endarterectomy,0.0,6.0,0.0,As Expected
6346,106190470,AAA Repair Open Unrupture,,,,
6347,106190470,AAA Repair Endo Unrupture,0.0,6.0,0.0,As Expected
6348,106190517,Isolated CABG Operative Mortality,2.0,44.0,5.48,As Expected
6349,106190517,PCI,9.0,197.0,3.7,As Expected
6350,106190517,Acute Stroke Ischemic,3.0,130.0,4.1,As Expected
6351,106190517,Acute Stroke,12.0,165.0,9.8,As Expected
6352,106190517,Heart Failure,11.0,390.0,2.7,As Expected
6353,106190517,Pancreatic Resection,,,,
6354,106190517,Acute Stroke Subarachnoid,3.0,5.0,29.3,As Expected
6355,106190517,Pneumonia,21.0,198.0,11.6,As Expected
6356,106190517,Acute Stroke Hemorrhagic,6.0,30.0,25.8,As Expected
6357,106190517,AAA Repair Open Unrupture,1.0,3.0,34.0,As Expected
6358,106190517,Hip Fracture,0.0,115.0,0.0,As Expected
6359,106190517,GI Hemorrhage,6.0,165.0,4.1,As Expected
6360,106190517,Carotid Endarterectomy,1.0,37.0,6.3,As Expected
6361,106190517,AMI,10.0,151.0,6.1,As Expected
6362,106190517,AAA Repair Endo Unrupture,0.0,18.0,0.0,As Expected
6363,106190521,Acute Stroke,2.0,110.0,3.6,As Expected
6364,106190521,PCI,,,,
6365,106190521,Pneumonia,16.0,247.0,4.1,Better
6366,106190521,Acute Stroke Ischemic,2.0,109.0,2.4,As Expected
6367,106190521,Hip Fracture,2.0,22.0,4.2,As Expected
6368,106190521,Acute Stroke Hemorrhagic,,,,
6369,106190521,Acute Stroke Subarachnoid,,,,
6370,106190521,AAA Repair Open Unrupture,,,,
6371,106190521,AMI,4.0,48.0,12.5,As Expected
6372,106190521,Pancreatic Resection,,,,
6373,106190521,GI Hemorrhage,9.0,119.0,6.2,Worse
6374,106190521,Carotid Endarterectomy,,,,
6375,106190521,AAA Repair Endo Unrupture,,,,
6376,106190521,Heart Failure,11.0,360.0,4.4,As Expected
6377,106190522,Isolated CABG Operative Mortality,1.0,66.0,1.76,As Expected
6378,106190522,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected
6379,106190522,Acute Stroke Ischemic,1.0,89.0,1.7,As Expected
6380,106190522,Heart Failure,6.0,292.0,2.2,As Expected
6381,106190522,Pneumonia,20.0,310.0,6.5,As Expected
6382,106190522,GI Hemorrhage,4.0,119.0,3.5,As Expected
6383,106190522,Pancreatic Resection,,,,
6384,106190522,Acute Stroke Hemorrhagic,3.0,25.0,15.3,As Expected
6385,106190522,PCI,4.0,154.0,2.8,As Expected
6386,106190522,Acute Stroke,4.0,117.0,4.9,As Expected
6387,106190522,Hip Fracture,2.0,61.0,4.6,As Expected
6388,106190522,Carotid Endarterectomy,0.0,10.0,0.0,As Expected
6389,106190522,AMI,7.0,201.0,4.3,As Expected
6390,106190522,AAA Repair Open Unrupture,,,,
6391,106190522,AAA Repair Endo Unrupture,0.0,6.0,0.0,As Expected
6392,106190524,AMI,1.0,11.0,5.5,As Expected
6393,106190524,Heart Failure,2.0,136.0,1.8,As Expected
6394,106190524,Acute Stroke Hemorrhagic,1.0,6.0,60.6,As Expected
6395,106190524,Acute Stroke,1.0,33.0,4.7,As Expected
6396,106190524,Acute Stroke Subarachnoid,,,,
6397,106190524,Pancreatic Resection,,,,
6398,106190524,Acute Stroke Ischemic,0.0,27.0,0.0,As Expected
6399,106190524,Pneumonia,34.0,350.0,7.6,As Expected
6400,106190524,GI Hemorrhage,5.0,96.0,3.7,As Expected
6401,106190524,Carotid Endarterectomy,,,,
6402,106190524,AAA Repair Open Unrupture,,,,
6403,106190524,AAA Repair Endo Unrupture,,,,
6404,106190524,Hip Fracture,0.0,32.0,0.0,As Expected
6405,106190524,PCI,,,,
6406,106190547,AMI,0.0,11.0,0.0,As Expected
6407,106190547,PCI,,,,
6408,106190547,Pneumonia,10.0,123.0,12.0,As Expected
6409,106190547,AAA Repair Open Unrupture,,,,
6410,106190547,Acute Stroke Subarachnoid,,,,
6411,106190547,Hip Fracture,0.0,4.0,0.0,As Expected
6412,106190547,Pancreatic Resection,,,,
6413,106190547,Heart Failure,6.0,148.0,5.3,As Expected
6414,106190547,Acute Stroke,1.0,54.0,4.8,As Expected
6415,106190547,Acute Stroke Ischemic,0.0,49.0,0.0,As Expected
6416,106190547,GI Hemorrhage,2.0,76.0,3.4,As Expected
6417,106190547,Carotid Endarterectomy,,,,
6418,106190547,Acute Stroke Hemorrhagic,1.0,5.0,49.2,As Expected
6419,106190547,AAA Repair Endo Unrupture,,,,
6420,106190555,Isolated CABG Operative Mortality,1.0,205.0,0.59,As Expected
6421,106190555,Acute Stroke Subarachnoid,1.0,35.0,6.2,As Expected
6422,106190555,AAA Repair Open Unrupture,1.0,3.0,23.8,As Expected
6423,106190555,Heart Failure,61.0,1735.0,3.0,As Expected
6424,106190555,PCI,24.0,804.0,3.1,As Expected
6425,106190555,Pancreatic Resection,0.0,110.0,0.0,As Expected
6426,106190555,Pneumonia,84.0,897.0,7.1,As Expected
6427,106190555,Acute Stroke,49.0,669.0,8.0,As Expected
6428,106190555,Acute Stroke Ischemic,23.0,482.0,5.0,As Expected
6429,106190555,Hip Fracture,7.0,284.0,2.2,As Expected
6430,106190555,GI Hemorrhage,21.0,879.0,2.4,As Expected
6431,106190555,Carotid Endarterectomy,2.0,67.0,1.3,As Expected
6432,106190555,AMI,26.0,629.0,4.2,Better
6433,106190555,AAA Repair Endo Unrupture,1.0,51.0,2.3,As Expected
6434,106190555,Acute Stroke Hemorrhagic,25.0,152.0,18.5,As Expected
6435,106190570,Acute Stroke Ischemic,0.0,12.0,0.0,As Expected
6436,106190570,Heart Failure,1.0,76.0,2.1,As Expected
6437,106190570,Pneumonia,11.0,210.0,3.1,Better
6438,106190570,Pancreatic Resection,,,,
6439,106190570,PCI,,,,
6440,106190570,Acute Stroke Subarachnoid,,,,
6441,106190570,Acute Stroke Hemorrhagic,,,,
6442,106190570,GI Hemorrhage,0.0,50.0,0.0,As Expected
6443,106190570,Acute Stroke,0.0,12.0,0.0,As Expected
6444,106190570,Hip Fracture,0.0,8.0,0.0,As Expected
6445,106190570,Carotid Endarterectomy,,,,
6446,106190570,AMI,0.0,27.0,0.0,As Expected
6447,106190570,AAA Repair Open Unrupture,,,,
6448,106190570,AAA Repair Endo Unrupture,,,,
6449,106190587,PCI,,,,
6450,106190587,Hip Fracture,0.0,15.0,0.0,As Expected
6451,106190587,Heart Failure,1.0,94.0,1.3,As Expected
6452,106190587,Pancreatic Resection,,,,
6453,106190587,Pneumonia,7.0,102.0,9.9,As Expected
6454,106190587,Acute Stroke Hemorrhagic,,,,
6455,106190587,Acute Stroke Ischemic,0.0,11.0,0.0,As Expected
6456,106190587,Acute Stroke,1.0,12.0,26.6,As Expected
6457,106190587,Acute Stroke Subarachnoid,,,,
6458,106190587,GI Hemorrhage,2.0,86.0,3.5,As Expected
6459,106190587,Carotid Endarterectomy,,,,
6460,106190587,AMI,1.0,11.0,6.5,As Expected
6461,106190587,AAA Repair Open Unrupture,,,,
6462,106190587,AAA Repair Endo Unrupture,,,,
6463,106190630,Isolated CABG Operative Mortality,2.0,111.0,1.44,As Expected
6464,106190630,Acute Stroke Ischemic,35.0,554.0,4.3,As Expected
6465,106190630,Acute Stroke Hemorrhagic,45.0,149.0,19.4,As Expected
6466,106190630,Heart Failure,29.0,782.0,2.9,As Expected
6467,106190630,Pancreatic Resection,,,,
6468,106190630,Pneumonia,26.0,270.0,6.0,As Expected
6469,106190630,Acute Stroke Subarachnoid,20.0,55.0,23.7,As Expected
6470,106190630,GI Hemorrhage,17.0,327.0,3.1,As Expected
6471,106190630,PCI,21.0,246.0,6.0,As Expected
6472,106190630,Acute Stroke,100.0,758.0,8.2,As Expected
6473,106190630,Hip Fracture,4.0,244.0,1.5,As Expected
6474,106190630,Carotid Endarterectomy,1.0,18.0,2.4,As Expected
6475,106190630,AMI,30.0,381.0,6.3,As Expected
6476,106190630,AAA Repair Open Unrupture,,,,
6477,106190630,AAA Repair Endo Unrupture,0.0,7.0,0.0,As Expected
6478,106190673,Acute Stroke Hemorrhagic,,,,
6479,106190673,Acute Stroke,1.0,23.0,17.9,As Expected
6480,106190673,Pancreatic Resection,,,,
6481,106190673,Acute Stroke Ischemic,1.0,23.0,10.3,As Expected
6482,106190673,Acute Stroke Subarachnoid,,,,
6483,106190673,GI Hemorrhage,2.0,66.0,4.2,As Expected
6484,106190673,Pneumonia,26.0,196.0,11.0,Worse
6485,106190673,PCI,,,,
6486,106190673,AAA Repair Open Unrupture,,,,
6487,106190673,Heart Failure,2.0,76.0,2.7,As Expected
6488,106190673,Hip Fracture,1.0,27.0,4.7,As Expected
6489,106190673,Carotid Endarterectomy,,,,
6490,106190673,AMI,1.0,23.0,3.8,As Expected
6491,106190673,AAA Repair Endo Unrupture,,,,
6492,106190680,Acute Stroke Subarachnoid,,,,
6493,106190680,Acute Stroke Hemorrhagic,,,,
6494,106190680,PCI,,,,
6495,106190680,Pancreatic Resection,,,,
6496,106190680,Hip Fracture,3.0,46.0,7.4,As Expected
6497,106190680,Pneumonia,9.0,141.0,5.8,As Expected
6498,106190680,AAA Repair Open Unrupture,,,,
6499,106190680,Heart Failure,9.0,223.0,5.1,As Expected
6500,106190680,Acute Stroke Ischemic,0.0,49.0,0.0,As Expected
6501,106190680,Acute Stroke,0.0,49.0,0.0,As Expected
6502,106190680,GI Hemorrhage,1.0,105.0,1.3,As Expected
6503,106190680,Carotid Endarterectomy,,,,
6504,106190680,AAA Repair Endo Unrupture,,,,
6505,106190680,AMI,0.0,8.0,0.0,As Expected
6506,106190687,Pneumonia,23.0,354.0,4.2,Better
6507,106190687,Pancreatic Resection,,,,
6508,106190687,Acute Stroke Ischemic,0.0,75.0,0.0,As Expected
6509,106190687,Acute Stroke,2.0,92.0,2.8,As Expected
6510,106190687,Acute Stroke Subarachnoid,,,,
6511,106190687,Heart Failure,12.0,383.0,2.5,As Expected
6512,106190687,PCI,3.0,88.0,3.9,As Expected
6513,106190687,GI Hemorrhage,1.0,215.0,0.5,Better
6514,106190687,AAA Repair Open Unrupture,,,,
6515,106190687,Acute Stroke Hemorrhagic,2.0,16.0,15.4,As Expected
6516,106190687,Hip Fracture,3.0,155.0,2.5,As Expected
6517,106190687,Carotid Endarterectomy,,,,
6518,106190687,AMI,3.0,81.0,3.5,As Expected
6519,106190687,AAA Repair Endo Unrupture,,,,
6520,106190696,Acute Stroke Ischemic,0.0,5.0,0.0,As Expected
6521,106190696,Pneumonia,8.0,59.0,18.1,Worse
6522,106190696,AMI,2.0,4.0,13.8,As Expected
6523,106190696,Heart Failure,0.0,26.0,0.0,As Expected
6524,106190696,PCI,,,,
6525,106190696,Hip Fracture,,,,
6526,106190696,Pancreatic Resection,,,,
6527,106190696,Acute Stroke,0.0,5.0,0.0,As Expected
6528,106190696,Acute Stroke Hemorrhagic,,,,
6529,106190696,Acute Stroke Subarachnoid,,,,
6530,106190696,AAA Repair Open Unrupture,,,,
6531,106190696,GI Hemorrhage,1.0,33.0,5.3,As Expected
6532,106190696,Carotid Endarterectomy,,,,
6533,106190696,AAA Repair Endo Unrupture,,,,
6534,106190708,Pneumonia,25.0,259.0,5.3,Better
6535,106190708,Acute Stroke Ischemic,0.0,34.0,0.0,As Expected
6536,106190708,GI Hemorrhage,3.0,54.0,5.8,As Expected
6537,106190708,Heart Failure,4.0,197.0,1.9,As Expected
6538,106190708,PCI,0.0,36.0,0.0,As Expected
6539,106190708,Acute Stroke,1.0,40.0,4.2,As Expected
6540,106190708,Acute Stroke Hemorrhagic,1.0,6.0,16.7,As Expected
6541,106190708,Pancreatic Resection,,,,
6542,106190708,Acute Stroke Subarachnoid,,,,
6543,106190708,Hip Fracture,0.0,32.0,0.0,As Expected
6544,106190708,Carotid Endarterectomy,,,,
6545,106190708,AMI,2.0,70.0,6.0,As Expected
6546,106190708,AAA Repair Open Unrupture,,,,
6547,106190708,AAA Repair Endo Unrupture,,,,
6548,106190754,Isolated CABG Operative Mortality,2.0,18.0,37.66,Worse
6549,106190754,Pneumonia,30.0,349.0,7.5,As Expected
6550,106190754,Pancreatic Resection,,,,
6551,106190754,Acute Stroke Ischemic,3.0,216.0,1.8,Better
6552,106190754,Hip Fracture,1.0,42.0,3.3,As Expected
6553,106190754,Heart Failure,4.0,483.0,1.3,As Expected
6554,106190754,AAA Repair Open Unrupture,,,,
6555,106190754,AMI,18.0,290.0,6.3,As Expected
6556,106190754,PCI,15.0,183.0,7.2,Worse
6557,106190754,Acute Stroke Subarachnoid,2.0,8.0,25.3,As Expected
6558,106190754,Acute Stroke,13.0,271.0,5.9,As Expected
6559,106190754,GI Hemorrhage,4.0,290.0,1.5,As Expected
6560,106190754,Carotid Endarterectomy,1.0,3.0,3.3,As Expected
6561,106190754,AAA Repair Endo Unrupture,0.0,3.0,0.0,As Expected
6562,106190754,Acute Stroke Hemorrhagic,8.0,47.0,17.8,As Expected
6563,106190758,Isolated CABG Operative Mortality,0.0,25.0,0.0,As Expected
6564,106190758,AMI,20.0,320.0,6.6,As Expected
6565,106190758,Hip Fracture,1.0,170.0,1.0,As Expected
6566,106190758,Acute Stroke Ischemic,28.0,368.0,5.5,As Expected
6567,106190758,Heart Failure,16.0,509.0,2.8,As Expected
6568,106190758,PCI,14.0,254.0,5.9,As Expected
6569,106190758,Pancreatic Resection,0.0,9.0,0.0,As Expected
6570,106190758,Pneumonia,30.0,441.0,7.0,As Expected
6571,106190758,Acute Stroke Subarachnoid,7.0,30.0,18.9,As Expected
6572,106190758,Acute Stroke,62.0,501.0,9.3,As Expected
6573,106190758,Acute Stroke Hemorrhagic,27.0,103.0,22.4,As Expected
6574,106190758,AAA Repair Open Unrupture,,,,
6575,106190758,GI Hemorrhage,13.0,339.0,3.4,As Expected
6576,106190758,Carotid Endarterectomy,1.0,30.0,7.3,As Expected
6577,106190758,AAA Repair Endo Unrupture,0.0,18.0,0.0,As Expected
6578,106190766,PCI,,,,
6579,106190766,GI Hemorrhage,1.0,49.0,1.4,As Expected
6580,106190766,AAA Repair Open Unrupture,,,,
6581,106190766,Pancreatic Resection,,,,
6582,106190766,Acute Stroke,2.0,30.0,9.6,As Expected
6583,106190766,Acute Stroke Hemorrhagic,,,,
6584,106190766,Acute Stroke Ischemic,2.0,29.0,5.7,As Expected
6585,106190766,Pneumonia,18.0,169.0,11.0,As Expected
6586,106190766,Hip Fracture,0.0,8.0,0.0,As Expected
6587,106190766,Heart Failure,3.0,109.0,3.8,As Expected
6588,106190766,Carotid Endarterectomy,,,,
6589,106190766,Acute Stroke Subarachnoid,,,,
6590,106190766,AMI,1.0,37.0,4.7,As Expected
6591,106190766,AAA Repair Endo Unrupture,,,,
6592,106190796,Isolated CABG Operative Mortality,2.0,134.0,2.16,As Expected
6593,106190796,AAA Repair Open Unrupture,0.0,4.0,0.0,As Expected
6594,106190796,Heart Failure,22.0,459.0,3.0,As Expected
6595,106190796,Hip Fracture,1.0,42.0,2.2,As Expected
6596,106190796,Pneumonia,24.0,297.0,5.6,As Expected
6597,106190796,Acute Stroke Hemorrhagic,15.0,117.0,10.3,Better
6598,106190796,Acute Stroke,27.0,398.0,4.3,Better
6599,106190796,PCI,16.0,214.0,3.4,As Expected
6600,106190796,Acute Stroke Subarachnoid,4.0,27.0,11.1,Better
6601,106190796,AMI,18.0,208.0,4.7,As Expected
6602,106190796,GI Hemorrhage,9.0,222.0,2.3,As Expected
6603,106190796,Carotid Endarterectomy,0.0,8.0,0.0,As Expected
6604,106190796,AAA Repair Endo Unrupture,0.0,21.0,0.0,As Expected
6605,106190796,Pancreatic Resection,1.0,125.0,0.9,As Expected
6606,106190796,Acute Stroke Ischemic,8.0,254.0,2.2,Better
6607,106190812,Isolated CABG Operative Mortality,0.0,23.0,0.0,As Expected
6608,106190812,Pancreatic Resection,0.0,4.0,0.0,As Expected
6609,106190812,Acute Stroke Hemorrhagic,1.0,14.0,9.9,As Expected
6610,106190812,GI Hemorrhage,11.0,177.0,7.0,Worse
6611,106190812,AAA Repair Open Unrupture,,,,
6612,106190812,Pneumonia,33.0,293.0,11.1,Worse
6613,106190812,Acute Stroke,7.0,121.0,11.5,As Expected
6614,106190812,PCI,5.0,108.0,5.1,As Expected
6615,106190812,Acute Stroke Subarachnoid,,,,
6616,106190812,Heart Failure,5.0,414.0,1.9,As Expected
6617,106190812,Hip Fracture,0.0,58.0,0.0,As Expected
6618,106190812,Carotid Endarterectomy,0.0,4.0,0.0,As Expected
6619,106190812,AMI,4.0,123.0,7.2,As Expected
6620,106190812,AAA Repair Endo Unrupture,,,,
6621,106190812,Acute Stroke Ischemic,6.0,107.0,9.1,As Expected
6622,106190857,Acute Stroke,,,,
6623,106190857,AAA Repair Open Unrupture,,,,
6624,106190857,PCI,,,,
6625,106190857,Pneumonia,0.0,28.0,0.0,As Expected
6626,106190857,Pancreatic Resection,,,,
6627,106190857,Acute Stroke Hemorrhagic,,,,
6628,106190857,Acute Stroke Ischemic,,,,
6629,106190857,Heart Failure,0.0,7.0,0.0,As Expected
6630,106190857,Acute Stroke Subarachnoid,,,,
6631,106190857,Hip Fracture,,,,
6632,106190857,Carotid Endarterectomy,,,,
6633,106190857,AMI,,,,
6634,106190857,AAA Repair Endo Unrupture,,,,
6635,106190857,GI Hemorrhage,,,,
6636,106190878,Isolated CABG Operative Mortality,0.0,30.0,0.0,As Expected
6637,106190878,Heart Failure,7.0,432.0,1.9,As Expected
6638,106190878,Acute Stroke,8.0,193.0,8.6,As Expected
6639,106190878,PCI,7.0,181.0,3.3,As Expected
6640,106190878,Pneumonia,15.0,232.0,6.8,As Expected
6641,106190878,Acute Stroke Hemorrhagic,2.0,32.0,14.5,As Expected
6642,106190878,Pancreatic Resection,,,,
6643,106190878,Acute Stroke Subarachnoid,,,,
6644,106190878,GI Hemorrhage,8.0,306.0,3.3,As Expected
6645,106190878,AAA Repair Open Unrupture,,,,
6646,106190878,Acute Stroke Ischemic,5.0,159.0,5.3,As Expected
6647,106190878,Hip Fracture,0.0,62.0,0.0,As Expected
6648,106190878,Carotid Endarterectomy,0.0,6.0,0.0,As Expected
6649,106190878,AMI,13.0,253.0,5.6,As Expected
6650,106190878,AAA Repair Endo Unrupture,,,,
6651,106190883,Acute Stroke Ischemic,2.0,49.0,3.4,As Expected
6652,106190883,Pneumonia,21.0,171.0,11.1,As Expected
6653,106190883,Pancreatic Resection,,,,
6654,106190883,Acute Stroke Subarachnoid,,,,
6655,106190883,PCI,,,,
6656,106190883,Hip Fracture,2.0,45.0,6.5,As Expected
6657,106190883,AMI,2.0,26.0,8.8,As Expected
6658,106190883,Acute Stroke Hemorrhagic,,,,
6659,106190883,Acute Stroke,4.0,51.0,8.7,As Expected
6660,106190883,GI Hemorrhage,2.0,134.0,2.7,As Expected
6661,106190883,Carotid Endarterectomy,,,,
6662,106190883,AAA Repair Endo Unrupture,,,,
6663,106190883,Heart Failure,3.0,187.0,2.3,As Expected
6664,106190883,AAA Repair Open Unrupture,,,,
6665,106191228,Isolated CABG Operative Mortality,0.0,46.0,0.0,As Expected
6666,106191228,Acute Stroke Hemorrhagic,27.0,100.0,18.5,As Expected
6667,106191228,PCI,18.0,242.0,7.2,Worse
6668,106191228,Acute Stroke Subarachnoid,12.0,29.0,24.0,As Expected
6669,106191228,Heart Failure,26.0,1196.0,2.6,As Expected
6670,106191228,Acute Stroke Ischemic,13.0,202.0,5.4,As Expected
6671,106191228,Pneumonia,25.0,301.0,8.2,As Expected
6672,106191228,Hip Fracture,2.0,77.0,1.9,As Expected
6673,106191228,Carotid Endarterectomy,0.0,12.0,0.0,As Expected
6674,106191228,AMI,22.0,253.0,7.1,As Expected
6675,106191228,AAA Repair Open Unrupture,,,,
6676,106191228,AAA Repair Endo Unrupture,,,,
6677,106191228,GI Hemorrhage,9.0,448.0,1.7,As Expected
6678,106191228,Pancreatic Resection,0.0,11.0,0.0,As Expected
6679,106191228,Acute Stroke,52.0,331.0,8.6,As Expected
6680,106191306,Pneumonia,1.0,9.0,15.4,As Expected
6681,106191306,Heart Failure,1.0,21.0,3.2,As Expected
6682,106191306,GI Hemorrhage,0.0,4.0,0.0,As Expected
6683,106191306,Acute Stroke Ischemic,0.0,105.0,0.0,As Expected
6684,106191306,Pancreatic Resection,,,,
6685,106191306,Hip Fracture,,,,
6686,106191306,Carotid Endarterectomy,,,,
6687,106191306,AMI,,,,
6688,106191306,AAA Repair Open Unrupture,,,,
6689,106191306,AAA Repair Endo Unrupture,,,,
6690,106191306,PCI,,,,
6691,106191306,Acute Stroke Hemorrhagic,1.0,8.0,15.0,As Expected
6692,106191306,Acute Stroke Subarachnoid,,,,
6693,106191306,Acute Stroke,1.0,114.0,2.1,As Expected
6694,106196405,AAA Repair Open Unrupture,,,,
6695,106196405,PCI,5.0,138.0,4.9,As Expected
6696,106196405,Hip Fracture,1.0,52.0,2.3,As Expected
6697,106196405,Acute Stroke,14.0,248.0,7.8,As Expected
6698,106196405,Acute Stroke Subarachnoid,2.0,4.0,39.8,As Expected
6699,106196405,AMI,14.0,206.0,9.1,As Expected
6700,106196405,GI Hemorrhage,8.0,162.0,5.6,As Expected
6701,106196405,Carotid Endarterectomy,0.0,7.0,0.0,As Expected
6702,106196405,Acute Stroke Hemorrhagic,8.0,48.0,18.4,As Expected
6703,106196405,AAA Repair Endo Unrupture,0.0,5.0,0.0,As Expected
6704,106196405,Acute Stroke Ischemic,4.0,196.0,3.4,As Expected
6705,106196405,Pancreatic Resection,,,,
6706,106196405,Heart Failure,8.0,382.0,2.5,As Expected
6707,106196405,Pneumonia,30.0,309.0,11.6,Worse
6708,106211006,Isolated CABG Operative Mortality,0.0,44.0,0.0,As Expected
6709,106211006,Heart Failure,14.0,286.0,3.6,As Expected
6710,106211006,Pneumonia,18.0,220.0,5.9,As Expected
6711,106211006,Acute Stroke Hemorrhagic,11.0,46.0,30.7,As Expected
6712,106211006,Pancreatic Resection,,,,
6713,106211006,GI Hemorrhage,7.0,185.0,3.4,As Expected
6714,106211006,PCI,2.0,171.0,1.9,As Expected
6715,106211006,Acute Stroke Subarachnoid,2.0,5.0,37.1,As Expected
6716,106211006,AAA Repair Open Unrupture,,,,
6717,106211006,Hip Fracture,2.0,118.0,1.2,As Expected
6718,106211006,Acute Stroke Ischemic,7.0,182.0,4.3,As Expected
6719,106211006,Carotid Endarterectomy,0.0,27.0,0.0,As Expected
6720,106211006,Acute Stroke,20.0,233.0,10.6,As Expected
6721,106211006,AMI,7.0,219.0,3.9,As Expected
6722,106211006,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected
6723,106240924,PCI,,,,
6724,106240924,Pancreatic Resection,,,,
6725,106240924,Heart Failure,3.0,71.0,4.2,As Expected
6726,106240924,Pneumonia,2.0,48.0,9.3,As Expected
6727,106240924,Acute Stroke Hemorrhagic,,,,
6728,106240924,Acute Stroke,2.0,40.0,9.4,As Expected
6729,106240924,Acute Stroke Ischemic,0.0,38.0,0.0,As Expected
6730,106240924,Hip Fracture,0.0,28.0,0.0,As Expected
6731,106240924,GI Hemorrhage,0.0,3.0,0.0,As Expected
6732,106240924,Carotid Endarterectomy,,,,
6733,106240924,Acute Stroke Subarachnoid,,,,
6734,106240924,AMI,,,,
6735,106240924,AAA Repair Open Unrupture,,,,
6736,106240924,AAA Repair Endo Unrupture,,,,
6737,106240942,Elective PCI Emergency CABG,0.0,15.0,,As Expected
6738,106240942,Elective PCI Stroke,0.0,15.0,0.0,As Expected
6739,106240942,Elective PCI Mortality,0.0,15.0,0.0,As Expected
6740,106240942,Pancreatic Resection,,,,
6741,106240942,Acute Stroke Ischemic,3.0,187.0,2.6,As Expected
6742,106240942,PCI,0.0,15.0,0.0,As Expected
6743,106240942,AMI,1.0,54.0,2.5,As Expected
6744,106240942,Pneumonia,19.0,403.0,6.3,As Expected
6745,106240942,Hip Fracture,2.0,84.0,2.7,As Expected
6746,106240942,Acute Stroke,4.0,191.0,5.2,As Expected
6747,106240942,Acute Stroke Subarachnoid,,,,
6748,106240942,GI Hemorrhage,3.0,222.0,2.4,As Expected
6749,106240942,Carotid Endarterectomy,,,,
